canonical,fixture,parity_class,native_used,fallback_used,native_pass,fallback_pass,reference_pass,note
Covariance,inf,native_parity,True,False,True,,True,
Covariance,neg_inf,native_parity,True,False,True,,True,
Covariance,long_nan_block,native_parity,True,False,True,,True,
Covariance,duplicate_group_labels,native_parity,True,False,True,,True,
Covariance,string_group_labels,native_parity,True,False,True,,True,
Covariance,group_missing,native_parity,True,False,True,,True,
Covariance,column_permutation,native_parity,True,False,True,,True,
cs_demean,all_equal,unclassified_parity,False,False,,True,,
cs_demean,many_ties,unclassified_parity,False,False,,True,,
cs_demean,zero_denominator,unclassified_parity,False,False,,True,,
cs_demean,negative_values,unclassified_parity,False,False,,True,,
cs_demean,very_large_values,unclassified_parity,False,False,,True,,
cs_demean,very_small_values,unclassified_parity,False,False,,True,,
cs_demean,alternating_signs,unclassified_parity,False,False,,True,,
cs_demean,single_valid_sample,unclassified_parity,False,False,,True,,
cs_demean,two_valid_samples,unclassified_parity,False,False,,True,,
cs_demean,current_row_missing,unclassified_parity,False,False,,True,,
cs_demean,internal_hole,unclassified_parity,False,False,,True,,
cs_demean,inf,unclassified_parity,False,False,,True,,
cs_demean,neg_inf,unclassified_parity,False,False,,True,,
cs_demean,long_nan_block,unclassified_parity,False,False,,True,,
cs_demean,duplicate_group_labels,unclassified_parity,False,False,,True,,
cs_demean,string_group_labels,unclassified_parity,False,False,,True,,
cs_demean,group_missing,unclassified_parity,False,False,,True,,
cs_demean,column_permutation,unclassified_parity,False,False,,True,,
cs_quantile,all_equal,fallback_parity,False,True,,True,,
cs_quantile,many_ties,fallback_parity,False,True,,True,,
cs_quantile,zero_denominator,fallback_parity,False,True,,True,,
cs_quantile,negative_values,fallback_parity,False,True,,True,,
cs_quantile,very_large_values,fallback_parity,False,True,,True,,
cs_quantile,very_small_values,fallback_parity,False,True,,True,,
cs_quantile,alternating_signs,fallback_parity,False,True,,True,,
cs_quantile,single_valid_sample,fallback_parity,False,True,,True,,
cs_quantile,two_valid_samples,fallback_parity,False,True,,True,,
cs_quantile,current_row_missing,fallback_parity,False,True,,True,,
cs_quantile,internal_hole,fallback_parity,False,True,,True,,
cs_quantile,inf,fallback_parity,False,True,,True,,
cs_quantile,neg_inf,fallback_parity,False,True,,True,,
cs_quantile,long_nan_block,fallback_parity,False,True,,True,,
cs_quantile,duplicate_group_labels,fallback_parity,False,True,,True,,
cs_quantile,string_group_labels,fallback_parity,False,True,,True,,
cs_quantile,group_missing,fallback_parity,False,True,,True,,
cs_quantile,column_permutation,fallback_parity,False,True,,True,,
cs_rank_01,all_equal,unclassified_parity,False,False,,True,True,
cs_rank_01,many_ties,unclassified_parity,False,False,,True,True,
cs_rank_01,zero_denominator,unclassified_parity,False,False,,True,True,
cs_rank_01,negative_values,unclassified_parity,False,False,,True,True,
cs_rank_01,very_large_values,unclassified_parity,False,False,,True,True,
cs_rank_01,very_small_values,unclassified_parity,False,False,,True,True,
cs_rank_01,alternating_signs,unclassified_parity,False,False,,True,True,
cs_rank_01,single_valid_sample,unclassified_parity,False,False,,True,True,
cs_rank_01,two_valid_samples,unclassified_parity,False,False,,True,True,
cs_rank_01,current_row_missing,unclassified_parity,False,False,,True,True,
cs_rank_01,internal_hole,unclassified_parity,False,False,,True,True,
cs_rank_01,inf,unclassified_parity,False,False,,False,True,native_mismatch;
cs_rank_01,neg_inf,unclassified_parity,False,False,,False,True,native_mismatch;
cs_rank_01,long_nan_block,unclassified_parity,False,False,,True,True,
cs_rank_01,duplicate_group_labels,unclassified_parity,False,False,,True,True,
cs_rank_01,string_group_labels,unclassified_parity,False,False,,True,True,
cs_rank_01,group_missing,unclassified_parity,False,False,,True,True,
cs_rank_01,column_permutation,unclassified_parity,False,False,,True,True,
cs_std,all_equal,unclassified_parity,False,False,,True,,
cs_std,many_ties,unclassified_parity,False,False,,True,,
cs_std,zero_denominator,unclassified_parity,False,False,,True,,
cs_std,negative_values,unclassified_parity,False,False,,True,,
cs_std,very_large_values,unclassified_parity,False,False,,True,,
cs_std,very_small_values,unclassified_parity,False,False,,True,,
cs_std,alternating_signs,unclassified_parity,False,False,,True,,
cs_std,single_valid_sample,unclassified_parity,False,False,,True,,
cs_std,two_valid_samples,unclassified_parity,False,False,,True,,
cs_std,current_row_missing,unclassified_parity,False,False,,True,,
cs_std,internal_hole,unclassified_parity,False,False,,True,,
cs_std,inf,unclassified_parity,False,False,,False,,native_mismatch;
cs_std,neg_inf,unclassified_parity,False,False,,False,,native_mismatch;
cs_std,long_nan_block,unclassified_parity,False,False,,True,,
cs_std,duplicate_group_labels,unclassified_parity,False,False,,True,,
cs_std,string_group_labels,unclassified_parity,False,False,,True,,
cs_std,group_missing,unclassified_parity,False,False,,True,,
cs_std,column_permutation,unclassified_parity,False,False,,True,,
expanding_mean,all_equal,fallback_parity,False,False,,False,,
expanding_mean,many_ties,fallback_parity,False,False,,False,,
expanding_mean,zero_denominator,fallback_parity,False,False,,False,,
expanding_mean,negative_values,fallback_parity,False,False,,False,,
expanding_mean,very_large_values,fallback_parity,False,False,,False,,
expanding_mean,very_small_values,fallback_parity,False,False,,False,,
expanding_mean,alternating_signs,fallback_parity,False,False,,False,,
expanding_mean,single_valid_sample,fallback_parity,False,False,,False,,
expanding_mean,two_valid_samples,fallback_parity,False,False,,False,,
expanding_mean,current_row_missing,fallback_parity,False,False,,False,,
expanding_mean,internal_hole,fallback_parity,False,False,,False,,
expanding_mean,inf,fallback_parity,False,False,,False,,
expanding_mean,neg_inf,fallback_parity,False,False,,False,,
expanding_mean,long_nan_block,fallback_parity,False,False,,False,,
expanding_mean,duplicate_group_labels,fallback_parity,False,False,,False,,
expanding_mean,string_group_labels,fallback_parity,False,False,,False,,
expanding_mean,group_missing,fallback_parity,False,False,,False,,
expanding_mean,column_permutation,fallback_parity,False,False,,False,,
expanding_zscore,all_equal,fallback_parity,False,False,,False,,
expanding_zscore,many_ties,fallback_parity,False,False,,False,,
expanding_zscore,zero_denominator,fallback_parity,False,False,,False,,
expanding_zscore,negative_values,fallback_parity,False,False,,False,,
expanding_zscore,very_large_values,fallback_parity,False,False,,False,,
expanding_zscore,very_small_values,fallback_parity,False,False,,False,,
expanding_zscore,alternating_signs,fallback_parity,False,False,,False,,
expanding_zscore,single_valid_sample,fallback_parity,False,False,,False,,
expanding_zscore,two_valid_samples,fallback_parity,False,False,,False,,
expanding_zscore,current_row_missing,fallback_parity,False,False,,False,,
expanding_zscore,internal_hole,fallback_parity,False,False,,False,,
expanding_zscore,inf,fallback_parity,False,False,,False,,
expanding_zscore,neg_inf,fallback_parity,False,False,,False,,
expanding_zscore,long_nan_block,fallback_parity,False,False,,False,,
expanding_zscore,duplicate_group_labels,fallback_parity,False,False,,False,,
expanding_zscore,string_group_labels,fallback_parity,False,False,,False,,
expanding_zscore,group_missing,fallback_parity,False,False,,False,,
expanding_zscore,column_permutation,fallback_parity,False,False,,False,,
normalize,all_equal,unclassified_parity,False,False,,False,,native_mismatch;
normalize,many_ties,unclassified_parity,False,False,,False,,native_mismatch;
normalize,zero_denominator,unclassified_parity,False,False,,False,,native_mismatch;
normalize,negative_values,unclassified_parity,False,False,,True,,
normalize,very_large_values,unclassified_parity,False,False,,True,,
normalize,very_small_values,unclassified_parity,False,False,,True,,
normalize,alternating_signs,unclassified_parity,False,False,,True,,
normalize,single_valid_sample,unclassified_parity,False,False,,False,,native_mismatch;
normalize,two_valid_samples,unclassified_parity,False,False,,True,,
normalize,current_row_missing,unclassified_parity,False,False,,True,,
normalize,internal_hole,unclassified_parity,False,False,,True,,
normalize,inf,unclassified_parity,False,False,,True,,
normalize,neg_inf,unclassified_parity,False,False,,True,,
normalize,long_nan_block,unclassified_parity,False,False,,True,,
normalize,duplicate_group_labels,unclassified_parity,False,False,,True,,
normalize,string_group_labels,unclassified_parity,False,False,,True,,
normalize,group_missing,unclassified_parity,False,False,,True,,
normalize,column_permutation,unclassified_parity,False,False,,True,,
rank,all_equal,unclassified_parity,False,False,,True,True,
rank,many_ties,unclassified_parity,False,False,,True,True,
rank,zero_denominator,unclassified_parity,False,False,,True,True,
rank,negative_values,unclassified_parity,False,False,,True,True,
rank,very_large_values,unclassified_parity,False,False,,True,True,
rank,very_small_values,unclassified_parity,False,False,,True,True,
rank,alternating_signs,unclassified_parity,False,False,,True,True,
rank,single_valid_sample,unclassified_parity,False,False,,True,True,
rank,two_valid_samples,unclassified_parity,False,False,,True,True,
rank,current_row_missing,unclassified_parity,False,False,,True,True,
rank,internal_hole,unclassified_parity,False,False,,True,True,
rank,inf,unclassified_parity,False,False,,False,True,native_mismatch;
rank,neg_inf,unclassified_parity,False,False,,False,True,native_mismatch;
rank,long_nan_block,unclassified_parity,False,False,,True,True,
rank,duplicate_group_labels,unclassified_parity,False,False,,True,True,
rank,string_group_labels,unclassified_parity,False,False,,True,True,
rank,group_missing,unclassified_parity,False,False,,True,True,
rank,column_permutation,unclassified_parity,False,False,,True,True,
ts_autocorr,all_equal,unclassified_parity,False,False,,True,,
ts_autocorr,many_ties,unclassified_parity,False,False,,True,,
ts_autocorr,zero_denominator,unclassified_parity,False,False,,True,,
ts_autocorr,negative_values,unclassified_parity,False,False,,True,,
ts_autocorr,very_large_values,unclassified_parity,False,False,,True,,
ts_autocorr,very_small_values,unclassified_parity,False,False,,True,,
ts_autocorr,alternating_signs,unclassified_parity,False,False,,True,,
ts_autocorr,single_valid_sample,unclassified_parity,False,False,,True,,
ts_autocorr,two_valid_samples,unclassified_parity,False,False,,True,,
ts_autocorr,current_row_missing,unclassified_parity,False,False,,True,,
ts_autocorr,internal_hole,unclassified_parity,False,False,,True,,
ts_autocorr,inf,unclassified_parity,False,False,,True,,
ts_autocorr,neg_inf,unclassified_parity,False,False,,True,,
ts_autocorr,long_nan_block,unclassified_parity,False,False,,True,,
ts_autocorr,duplicate_group_labels,unclassified_parity,False,False,,True,,
ts_autocorr,string_group_labels,unclassified_parity,False,False,,True,,
ts_autocorr,group_missing,unclassified_parity,False,False,,True,,
ts_autocorr,column_permutation,unclassified_parity,False,False,,True,,
ts_beta,all_equal,unclassified_parity,False,False,,True,True,
ts_beta,many_ties,unclassified_parity,False,False,,True,True,
ts_beta,zero_denominator,unclassified_parity,False,False,,True,True,
ts_beta,negative_values,unclassified_parity,False,False,,True,True,
ts_beta,very_large_values,unclassified_parity,False,False,,True,True,
ts_beta,very_small_values,unclassified_parity,False,False,,True,True,
ts_beta,alternating_signs,unclassified_parity,False,False,,True,True,
ts_beta,single_valid_sample,unclassified_parity,False,False,,True,True,
ts_beta,two_valid_samples,unclassified_parity,False,False,,True,True,
ts_beta,current_row_missing,unclassified_parity,False,False,,True,True,
ts_beta,internal_hole,unclassified_parity,False,False,,True,True,
ts_beta,inf,unclassified_parity,False,False,,True,True,
ts_beta,neg_inf,unclassified_parity,False,False,,True,True,
ts_beta,long_nan_block,unclassified_parity,False,False,,True,True,
ts_beta,duplicate_group_labels,unclassified_parity,False,False,,True,True,
ts_beta,string_group_labels,unclassified_parity,False,False,,True,True,
ts_beta,group_missing,unclassified_parity,False,False,,True,True,
ts_beta,column_permutation,unclassified_parity,False,False,,True,True,
ts_corr,all_equal,native_parity,True,False,True,,True,
ts_corr,many_ties,native_parity,True,False,True,,True,
ts_corr,zero_denominator,native_parity,True,False,True,,True,
ts_corr,negative_values,native_parity,True,False,True,,True,
ts_corr,very_large_values,native_parity,True,False,True,,True,
ts_corr,very_small_values,native_parity,True,False,True,,True,
ts_corr,alternating_signs,native_parity,True,False,True,,True,
ts_corr,single_valid_sample,native_parity,True,False,True,,True,
ts_corr,two_valid_samples,native_parity,True,False,True,,True,
ts_corr,current_row_missing,native_parity,True,False,True,,True,
ts_corr,internal_hole,native_parity,True,False,True,,True,
ts_corr,inf,native_parity,True,False,True,,True,
ts_corr,neg_inf,native_parity,True,False,True,,True,
ts_corr,long_nan_block,native_parity,True,False,True,,True,
ts_corr,duplicate_group_labels,native_parity,True,False,True,,True,
ts_corr,string_group_labels,native_parity,True,False,True,,True,
ts_corr,group_missing,native_parity,True,False,True,,True,
ts_corr,column_permutation,native_parity,True,False,True,,True,
ts_cov,all_equal,native_parity,True,False,True,,True,
ts_cov,many_ties,native_parity,True,False,True,,True,
ts_cov,zero_denominator,native_parity,True,False,True,,True,
ts_cov,negative_values,native_parity,True,False,True,,True,
ts_cov,very_large_values,native_parity,True,False,True,,True,
ts_cov,very_small_values,native_parity,True,False,True,,True,
ts_cov,alternating_signs,native_parity,True,False,True,,True,
ts_cov,single_valid_sample,native_parity,True,False,True,,True,
ts_cov,two_valid_samples,native_parity,True,False,True,,True,
ts_cov,current_row_missing,native_parity,True,False,True,,True,
ts_cov,internal_hole,native_parity,True,False,True,,True,
ts_cov,inf,native_parity,True,False,True,,True,
ts_cov,neg_inf,native_parity,True,False,True,,True,
ts_cov,long_nan_block,native_parity,True,False,True,,True,
ts_cov,duplicate_group_labels,native_parity,True,False,True,,True,
ts_cov,string_group_labels,native_parity,True,False,True,,True,
ts_cov,group_missing,native_parity,True,False,True,,True,
ts_cov,column_permutation,native_parity,True,False,True,,True,
ts_decay_linear,all_equal,unclassified_parity,False,False,,True,,
ts_decay_linear,many_ties,unclassified_parity,False,False,,True,,
ts_decay_linear,zero_denominator,unclassified_parity,False,False,,True,,
ts_decay_linear,negative_values,unclassified_parity,False,False,,True,,
ts_decay_linear,very_large_values,unclassified_parity,False,False,,True,,
ts_decay_linear,very_small_values,unclassified_parity,False,False,,True,,
ts_decay_linear,alternating_signs,unclassified_parity,False,False,,True,,
ts_decay_linear,single_valid_sample,unclassified_parity,False,False,,True,,
ts_decay_linear,two_valid_samples,unclassified_parity,False,False,,True,,
ts_decay_linear,current_row_missing,unclassified_parity,False,False,,True,,
ts_decay_linear,internal_hole,unclassified_parity,False,False,,True,,
ts_decay_linear,inf,unclassified_parity,False,False,,True,,
ts_decay_linear,neg_inf,unclassified_parity,False,False,,True,,
ts_decay_linear,long_nan_block,unclassified_parity,False,False,,True,,
ts_decay_linear,duplicate_group_labels,unclassified_parity,False,False,,True,,
ts_decay_linear,string_group_labels,unclassified_parity,False,False,,True,,
ts_decay_linear,group_missing,unclassified_parity,False,False,,True,,
ts_decay_linear,column_permutation,unclassified_parity,False,False,,True,,
ts_delta,all_equal,unclassified_parity,False,False,,True,,
ts_delta,many_ties,unclassified_parity,False,False,,True,,
ts_delta,zero_denominator,unclassified_parity,False,False,,True,,
ts_delta,negative_values,unclassified_parity,False,False,,True,,
ts_delta,very_large_values,unclassified_parity,False,False,,True,,
ts_delta,very_small_values,unclassified_parity,False,False,,True,,
ts_delta,alternating_signs,unclassified_parity,False,False,,True,,
ts_delta,single_valid_sample,unclassified_parity,False,False,,True,,
ts_delta,two_valid_samples,unclassified_parity,False,False,,True,,
ts_delta,current_row_missing,unclassified_parity,False,False,,True,,
ts_delta,internal_hole,unclassified_parity,False,False,,True,,
ts_delta,inf,unclassified_parity,False,False,,True,,
ts_delta,neg_inf,unclassified_parity,False,False,,True,,
ts_delta,long_nan_block,unclassified_parity,False,False,,True,,
ts_delta,duplicate_group_labels,unclassified_parity,False,False,,True,,
ts_delta,string_group_labels,unclassified_parity,False,False,,True,,
ts_delta,group_missing,unclassified_parity,False,False,,True,,
ts_delta,column_permutation,unclassified_parity,False,False,,True,,
ts_mean,all_equal,native_parity,True,False,True,,,
ts_mean,many_ties,native_parity,True,False,True,,,
ts_mean,zero_denominator,native_parity,True,False,True,,,
ts_mean,negative_values,native_parity,True,False,True,,,
ts_mean,very_large_values,native_parity,True,False,True,,,
ts_mean,very_small_values,native_parity,True,False,True,,,
ts_mean,alternating_signs,native_parity,True,False,True,,,
ts_mean,single_valid_sample,native_parity,True,False,True,,,
ts_mean,two_valid_samples,native_parity,True,False,True,,,
ts_mean,current_row_missing,native_parity,True,False,True,,,
ts_mean,internal_hole,native_parity,True,False,True,,,
ts_mean,inf,native_parity,True,False,True,,,
ts_mean,neg_inf,native_parity,True,False,True,,,
ts_mean,long_nan_block,native_parity,True,False,True,,,
ts_mean,duplicate_group_labels,native_parity,True,False,True,,,
ts_mean,string_group_labels,native_parity,True,False,True,,,
ts_mean,group_missing,native_parity,True,False,True,,,
ts_mean,column_permutation,native_parity,True,False,True,,,
ts_moment,all_equal,unclassified_parity,False,False,,True,,
ts_moment,many_ties,unclassified_parity,False,False,,True,,
ts_moment,zero_denominator,unclassified_parity,False,False,,True,,
ts_moment,negative_values,unclassified_parity,False,False,,True,,
ts_moment,very_large_values,unclassified_parity,False,False,,True,,
ts_moment,very_small_values,unclassified_parity,False,False,,True,,
ts_moment,alternating_signs,unclassified_parity,False,False,,True,,
ts_moment,single_valid_sample,unclassified_parity,False,False,,True,,
ts_moment,two_valid_samples,unclassified_parity,False,False,,True,,
ts_moment,current_row_missing,unclassified_parity,False,False,,True,,
ts_moment,internal_hole,unclassified_parity,False,False,,True,,
ts_moment,inf,unclassified_parity,False,False,,True,,
ts_moment,neg_inf,unclassified_parity,False,False,,True,,
ts_moment,long_nan_block,unclassified_parity,False,False,,True,,
ts_moment,duplicate_group_labels,unclassified_parity,False,False,,True,,
ts_moment,string_group_labels,unclassified_parity,False,False,,True,,
ts_moment,group_missing,unclassified_parity,False,False,,True,,
ts_moment,column_permutation,unclassified_parity,False,False,,True,,
ts_pct,all_equal,unclassified_parity,False,False,,True,,
ts_pct,many_ties,unclassified_parity,False,False,,True,,
ts_pct,zero_denominator,unclassified_parity,False,False,,True,,
ts_pct,negative_values,unclassified_parity,False,False,,True,,
ts_pct,very_large_values,unclassified_parity,False,False,,True,,
ts_pct,very_small_values,unclassified_parity,False,False,,True,,
ts_pct,alternating_signs,unclassified_parity,False,False,,True,,
ts_pct,single_valid_sample,unclassified_parity,False,False,,True,,
ts_pct,two_valid_samples,unclassified_parity,False,False,,True,,
ts_pct,current_row_missing,unclassified_parity,False,False,,True,,
ts_pct,internal_hole,unclassified_parity,False,False,,True,,
ts_pct,inf,unclassified_parity,False,False,,False,,native_mismatch;
ts_pct,neg_inf,unclassified_parity,False,False,,False,,native_mismatch;
ts_pct,long_nan_block,unclassified_parity,False,False,,True,,
ts_pct,duplicate_group_labels,unclassified_parity,False,False,,True,,
ts_pct,string_group_labels,unclassified_parity,False,False,,True,,
ts_pct,group_missing,unclassified_parity,False,False,,True,,
ts_pct,column_permutation,unclassified_parity,False,False,,True,,
ts_product,all_equal,unclassified_parity,False,False,,True,,
ts_product,many_ties,unclassified_parity,False,False,,True,,
ts_product,zero_denominator,unclassified_parity,False,False,,True,,
ts_product,negative_values,unclassified_parity,False,False,,True,,
ts_product,very_large_values,unclassified_parity,False,False,,True,,
ts_product,very_small_values,unclassified_parity,False,False,,True,,
ts_product,alternating_signs,unclassified_parity,False,False,,True,,
ts_product,single_valid_sample,unclassified_parity,False,False,,True,,
ts_product,two_valid_samples,unclassified_parity,False,False,,True,,
ts_product,current_row_missing,unclassified_parity,False,False,,True,,
ts_product,internal_hole,unclassified_parity,False,False,,True,,
ts_product,inf,unclassified_parity,False,False,,True,,
ts_product,neg_inf,unclassified_parity,False,False,,True,,
ts_product,long_nan_block,unclassified_parity,False,False,,True,,
ts_product,duplicate_group_labels,unclassified_parity,False,False,,True,,
ts_product,string_group_labels,unclassified_parity,False,False,,True,,
ts_product,group_missing,unclassified_parity,False,False,,True,,
ts_product,column_permutation,unclassified_parity,False,False,,True,,
ts_quantile,all_equal,unclassified_parity,False,False,,True,,
ts_quantile,many_ties,unclassified_parity,False,False,,True,,
ts_quantile,zero_denominator,unclassified_parity,False,False,,True,,
ts_quantile,negative_values,unclassified_parity,False,False,,True,,
ts_quantile,very_large_values,unclassified_parity,False,False,,True,,
ts_quantile,very_small_values,unclassified_parity,False,False,,True,,
ts_quantile,alternating_signs,unclassified_parity,False,False,,True,,
ts_quantile,single_valid_sample,unclassified_parity,False,False,,True,,
ts_quantile,two_valid_samples,unclassified_parity,False,False,,True,,
ts_quantile,current_row_missing,unclassified_parity,False,False,,True,,
ts_quantile,internal_hole,unclassified_parity,False,False,,True,,
ts_quantile,inf,unclassified_parity,False,False,,True,,
ts_quantile,neg_inf,unclassified_parity,False,False,,True,,
ts_quantile,long_nan_block,unclassified_parity,False,False,,True,,
ts_quantile,duplicate_group_labels,unclassified_parity,False,False,,True,,
ts_quantile,string_group_labels,unclassified_parity,False,False,,True,,
ts_quantile,group_missing,unclassified_parity,False,False,,True,,
ts_quantile,column_permutation,unclassified_parity,False,False,,True,,
ts_rank,all_equal,unclassified_parity,False,False,,True,,
ts_rank,many_ties,unclassified_parity,False,False,,True,,
ts_rank,zero_denominator,unclassified_parity,False,False,,True,,
ts_rank,negative_values,unclassified_parity,False,False,,True,,
ts_rank,very_large_values,unclassified_parity,False,False,,True,,
ts_rank,very_small_values,unclassified_parity,False,False,,True,,
ts_rank,alternating_signs,unclassified_parity,False,False,,True,,
ts_rank,single_valid_sample,unclassified_parity,False,False,,True,,
ts_rank,two_valid_samples,unclassified_parity,False,False,,True,,
ts_rank,current_row_missing,unclassified_parity,False,False,,True,,
ts_rank,internal_hole,unclassified_parity,False,False,,True,,
ts_rank,inf,unclassified_parity,False,False,,True,,
ts_rank,neg_inf,unclassified_parity,False,False,,True,,
ts_rank,long_nan_block,unclassified_parity,False,False,,True,,
ts_rank,duplicate_group_labels,unclassified_parity,False,False,,True,,
ts_rank,string_group_labels,unclassified_parity,False,False,,True,,
ts_rank,group_missing,unclassified_parity,False,False,,True,,
ts_rank,column_permutation,unclassified_parity,False,False,,True,,
ts_sharpe,all_equal,unclassified_parity,False,False,,True,,
ts_sharpe,many_ties,unclassified_parity,False,False,,True,,
ts_sharpe,zero_denominator,unclassified_parity,False,False,,True,,
ts_sharpe,negative_values,unclassified_parity,False,False,,True,,
ts_sharpe,very_large_values,unclassified_parity,False,False,,True,,
ts_sharpe,very_small_values,unclassified_parity,False,False,,True,,
ts_sharpe,alternating_signs,unclassified_parity,False,False,,True,,
ts_sharpe,single_valid_sample,unclassified_parity,False,False,,True,,
ts_sharpe,two_valid_samples,unclassified_parity,False,False,,True,,
ts_sharpe,current_row_missing,unclassified_parity,False,False,,True,,
ts_sharpe,internal_hole,unclassified_parity,False,False,,True,,
ts_sharpe,inf,unclassified_parity,False,False,,True,,
ts_sharpe,neg_inf,unclassified_parity,False,False,,True,,
ts_sharpe,long_nan_block,unclassified_parity,False,False,,True,,
ts_sharpe,duplicate_group_labels,unclassified_parity,False,False,,True,,
ts_sharpe,string_group_labels,unclassified_parity,False,False,,True,,
ts_sharpe,group_missing,unclassified_parity,False,False,,True,,
ts_sharpe,column_permutation,unclassified_parity,False,False,,True,,
ts_std,all_equal,native_parity,True,False,True,,,
ts_std,many_ties,native_parity,True,False,True,,,
ts_std,zero_denominator,native_parity,True,False,True,,,
ts_std,negative_values,native_parity,True,False,True,,,
ts_std,very_large_values,native_parity,True,False,True,,,
ts_std,very_small_values,native_parity,True,False,True,,,
ts_std,alternating_signs,native_parity,True,False,True,,,
ts_std,single_valid_sample,native_parity,True,False,True,,,
ts_std,two_valid_samples,native_parity,True,False,True,,,
ts_std,current_row_missing,native_parity,True,False,True,,,
ts_std,internal_hole,native_parity,True,False,True,,,
ts_std,inf,native_parity,True,False,True,,,
ts_std,neg_inf,native_parity,True,False,True,,,
ts_std,long_nan_block,native_parity,True,False,True,,,
ts_std,duplicate_group_labels,native_parity,True,False,True,,,
ts_std,string_group_labels,native_parity,True,False,True,,,
ts_std,group_missing,native_parity,True,False,True,,,
ts_std,column_permutation,native_parity,True,False,True,,,
ts_sum,all_equal,unclassified_parity,False,False,,True,,
ts_sum,many_ties,unclassified_parity,False,False,,True,,
ts_sum,zero_denominator,unclassified_parity,False,False,,True,,
ts_sum,negative_values,unclassified_parity,False,False,,True,,
ts_sum,very_large_values,unclassified_parity,False,False,,True,,
ts_sum,very_small_values,unclassified_parity,False,False,,True,,
ts_sum,alternating_signs,unclassified_parity,False,False,,True,,
ts_sum,single_valid_sample,unclassified_parity,False,False,,True,,
ts_sum,two_valid_samples,unclassified_parity,False,False,,True,,
ts_sum,current_row_missing,unclassified_parity,False,False,,True,,
ts_sum,internal_hole,unclassified_parity,False,False,,True,,
ts_sum,inf,unclassified_parity,False,False,,True,,
ts_sum,neg_inf,unclassified_parity,False,False,,True,,
